,CPU,throughput
362,0.5,2185.48
363,0.5,2187.82
364,0.5,2184.35
365,0.5,2199.45
366,0.5,2190.55
367,0.5,2211.87
368,0.5,2227.0
369,0.5,2193.06
370,0.5,2193.79
371,0.5,2192.78
372,0.5,2225.9
373,0.5,2179.67
374,0.5,2178.17
375,0.5,2193.07
376,0.5,2199.32
377,0.5,2236.08
378,0.5,2203.55
379,0.5,2238.9
380,0.5,2192.7
381,0.5,2200.8
382,0.5,2208.73
383,0.5,2162.25
384,0.5,2169.1
385,0.5,2201.92
386,0.5,2200.29
387,0.5,2186.18
388,0.5,2203.84
389,0.5,2203.84
390,0.5,2198.32
391,0.5,2198.81
392,0.5,2169.19
393,0.5,2199.1
394,0.5,2190.09
395,0.5,2184.21
396,0.5,2200.3
397,0.5,2232.32
398,0.5,2186.44
399,0.5,2227.94
400,0.6,2221.95
401,0.6,2218.01
402,0.6,2176.39
403,0.6,2172.0
404,0.6,2160.29
405,0.6,2174.35
406,0.6,2197.0
407,0.6,2201.86
408,0.6,2219.3
409,0.6,2185.67
410,0.6,2174.0
411,0.6,2220.92
412,0.6,2193.6
413,0.6,2164.91
414,0.6,2192.55
415,0.6,2181.62
416,0.6,2180.67
417,0.6,2178.12
418,0.6,2190.32
419,0.6,2197.47
420,0.6,2219.56
421,0.6,2222.04
422,0.6,2195.77
423,0.6,2189.17
424,0.6,2204.09
425,0.6,2225.02
426,0.6,2200.56
427,0.6,2183.55
428,0.6,2247.69
429,0.6,2235.69
430,0.6,2216.81
431,0.6,2209.83
432,0.6,2230.64
433,0.6,2226.35
434,0.6,2175.12
435,0.6,2203.35
436,0.6,2208.09
437,0.6,2191.7
438,0.6,2192.01
439,0.6,2207.31
440,0.6,2216.34
441,0.6,2197.05
442,0.6,2187.44
443,0.6,2209.82
444,0.6,2204.09
445,0.6,2211.7
446,0.6,2223.28
447,0.6,2236.91
448,0.6,2176.59
449,0.6,2196.9
450,0.6,2221.17
451,0.6,2185.64
452,0.6,2181.95
453,0.6,2176.05
454,0.6,2199.64
455,0.6,2231.23
456,0.6,2234.96
457,0.6,2246.54
458,0.6,2261.62
459,0.6,2217.58
460,0.6,2236.26
461,0.6,2213.2
462,0.6,2214.9
463,0.6,2219.03
464,0.6,2202.99
465,0.6,2220.97
466,0.6,2187.04
467,0.6,2199.31
468,0.6,2235.38
469,0.6,2201.55
470,0.6,2220.29
471,0.6,2177.08
472,0.6,2214.53
473,0.6,2234.09
474,0.6,2232.04
475,0.6,2213.83
476,0.6,2185.61
477,0.6,2198.8
478,0.6,2197.95
479,0.6,2202.9
480,0.7,2217.1
481,0.7,2255.09
482,0.7,2222.77
483,0.7,2211.51
484,0.7,2209.47
485,0.7,2260.91
486,0.7,2235.08
487,0.7,2258.33
488,0.7,2203.48
489,0.7,2187.22
490,0.7,2206.16
491,0.7,2214.59
492,0.7,2236.39
493,0.7,2228.63
494,0.7,2259.19
495,0.7,2236.94
496,0.7,2276.95
497,0.7,2216.88
498,0.7,2198.9
499,0.7,2213.55
500,0.7,2213.73
501,0.7,2212.77
502,0.7,2213.31
503,0.7,2222.58
504,0.7,2220.33
505,0.7,2246.65
506,0.7,2216.69
507,0.7,2201.6
508,0.7,2234.97
509,0.7,2208.44
510,0.7,2251.48
511,0.7,2206.95
512,0.7,2191.61
513,0.7,2194.6
514,0.7,2233.61
515,0.7,2223.09
516,0.7,2204.05
517,0.7,2193.66
518,0.7,2229.16
519,0.7,2236.94
520,0.7,2228.14
521,0.7,2226.5
522,0.7,2213.64
523,0.7,2215.11
524,0.7,2226.93
525,0.7,2228.75
526,0.7,2250.59
527,0.7,2222.49
528,0.7,2226.38
