,CPU,throughput
463,0.6,430377.67
464,0.6,413577.35
465,0.6,408905.6
466,0.6,404051.12
467,0.6,432513.78
468,0.6,412419.94
469,0.6,425974.28
470,0.6,407513.95
471,0.6,407461.1
472,0.6,420731.96
473,0.6,422338.12
474,0.6,424421.45
475,0.6,418120.99
476,0.6,418803.95
477,0.6,420201.43
478,0.6,412507.1
479,0.6,411490.78
480,0.7,492234.27
481,0.7,486656.37
482,0.7,491852.71
483,0.7,493957.82
484,0.7,498918.37
485,0.7,473938.04
486,0.7,486621.85
487,0.7,501879.18
488,0.7,517922.62
489,0.7,501227.91
490,0.7,503718.36
491,0.7,508572.5
492,0.7,507585.65
493,0.7,480918.69
494,0.7,527264.76
495,0.7,481531.17
496,0.7,479172.57
497,0.7,493501.52
498,0.7,487337.44
499,0.7,487644.03
500,0.7,483240.12
501,0.7,491347.87
502,0.7,517615.66
503,0.7,511774.77
504,0.7,501079.22
505,0.7,501388.72
506,0.7,479555.2
507,0.7,475370.73
508,0.7,499839.71
509,0.7,491552.79
510,0.7,495295.71
511,0.7,491522.5
512,0.7,476210.48
513,0.7,494704.38
514,0.7,495124.43
515,0.7,479277.58
516,0.7,475601.99
517,0.7,501389.44
518,0.7,482347.3
519,0.7,514897.32
520,0.7,513797.72
521,0.7,512169.3
522,0.7,480657.83
523,0.7,507013.82
524,0.7,502612.59
525,0.7,479261.95
526,0.7,495541.08
527,0.7,494222.78
528,0.7,495894.61
529,0.7,495579.95
530,0.7,512269.66
531,0.7,492121.04
532,0.7,476179.57
533,0.7,481847.71
534,0.7,481616.44
535,0.7,518264.62
536,0.7,484889.37
537,0.7,481555.77
538,0.7,512096.01
539,0.7,475932.43
540,0.7,492292.56
541,0.7,549270.39
542,0.7,515903.21
543,0.7,484960.35
544,0.7,506273.68
545,0.7,500735.55
546,0.7,511485.59
547,0.7,492078.87
548,0.7,504945.3
549,0.7,510803.91
550,0.7,495813.75
551,0.7,498900.8
552,0.7,483256.77
553,0.7,510024.11
554,0.7,492004.02
555,0.7,496758.73
556,0.7,506119.48
557,0.7,498358.04
558,0.7,489610.56
559,0.7,493544.18
560,0.8,582326.96
561,0.8,578977.75
562,0.8,559782.63
563,0.8,555402.7
564,0.8,595230.93
565,0.8,579993.24
566,0.8,574920.43
567,0.8,594465.89
568,0.8,564481.47
569,0.8,581667.77
570,0.8,553219.06
571,0.8,595392.89
572,0.8,585247.83
573,0.8,599052.39
574,0.8,580027.22
575,0.8,571359.22
576,0.8,581480.05
577,0.8,587270.1
578,0.8,583566.3
579,0.8,585022.54
580,0.8,602243.84
581,0.8,594310.54
582,0.8,597024.2
583,0.8,612775.4
584,0.8,591987.52
585,0.8,597607.1
586,0.8,568329.59
587,0.8,559482.82
588,0.8,570924.84
589,0.8,584181.48
590,0.8,591705.7
591,0.8,564231.62
592,0.8,576295.49
593,0.8,581664.68
594,0.8,578601.52
595,0.8,557183.96
596,0.8,572451.05
597,0.8,560591.52
598,0.8,584927.22
599,0.8,601951.53
600,0.8,573485.92
601,0.8,589650.47
602,0.8,621407.74
603,0.8,582072.04
604,0.8,618867.88
605,0.8,578315.0
606,0.8,577608.25
607,0.8,602726.78
608,0.8,573975.26
609,0.8,579632.93
610,0.8,575108.59
611,0.8,591752.33
612,0.8,585628.57
613,0.8,590749.74
614,0.8,574519.54
615,0.8,577142.23
616,0.8,597692.45
617,0.8,584550.43
618,0.8,588575.14
619,0.8,580256.53
620,0.8,582942.78
621,0.8,606519.22
622,0.8,598894.21
623,0.8,591737.08
624,0.8,578873.31
625,0.8,584298.4
626,0.8,568724.38
627,0.8,576659.79
628,0.8,574072.9
629,0.8,583533.48
630,0.8,566857.41
631,0.8,580236.32
632,0.8,574742.26
633,0.8,569770.11
634,0.8,586444.05
635,0.8,576030.22
636,0.8,576806.47
637,0.8,574302.89
638,0.8,582100.16
639,0.8,614541.2
640,0.9,652384.07
641,0.9,645689.37
642,0.9,642793.44
643,0.9,628412.97
644,0.9,642542.9
645,0.9,677729.51
646,0.9,671223.45
647,0.9,672511.45
648,0.9,636779.79
649,0.9,662892.61
650,0.9,638995.37
651,0.9,677569.65
652,0.9,712239.38
653,0.9,621515.0
654,0.9,654930.45
655,0.9,655050.83
656,0.9,659430.03
657,0.9,641056.56
658,0.9,654909.88
659,0.9,652246.07
660,0.9,665437.48
661,0.9,649564.73
662,0.9,675178.97
663,0.9,677217.4
664,0.9,670317.85
665,0.9,657405.01
666,0.9,691138.54
667,0.9,663439.72
668,0.9,679870.35
669,0.9,656657.38
670,0.9,620728.91
671,0.9,626581.5
672,0.9,656958.73
673,0.9,677067.57
674,0.9,646548.42
675,0.9,636905.4
676,0.9,646334.47
677,0.9,652840.55
678,0.9,635577.45
679,0.9,649134.76
680,0.9,660146.16
681,0.9,637212.26
682,0.9,671979.71
683,0.9,656812.65
684,0.9,638645.34
685,0.9,641332.57
686,0.9,703466.17
687,0.9,645738.3
688,0.9,661584.63
689,0.9,676642.17
690,0.9,626105.95
691,0.9,684304.1
692,0.9,664487.25
693,0.9,633378.95
694,0.9,683135.38
695,0.9,634357.84
696,0.9,632821.06
697,0.9,631821.04
698,0.9,638733.92
699,0.9,685342.19
700,0.9,641145.93
701,0.9,654801.7
702,0.9,638857.99
703,0.9,642298.65
704,0.9,670634.01
705,0.9,628709.93
706,0.9,664631.87
707,0.9,675422.6
708,0.9,646086.86
709,0.9,626764.98
710,0.9,647761.19
711,0.9,627733.36
712,0.9,643067.66
713,0.9,660375.66
714,0.9,666048.85
715,0.9,644371.36
716,0.9,619992.85
717,0.9,675554.29
718,0.9,676168.53
719,0.9,665807.32
720,1.0,773089.4
721,1.0,766769.87
722,1.0,760081.54
723,1.0,772450.23
724,1.0,762321.51
725,1.0,767194.99
726,1.0,776068.16
727,1.0,768388.87
728,1.0,776388.43
729,1.0,778334.06
730,1.0,772514.72
731,1.0,776174.18
732,1.0,786490.51
733,1.0,773736.6
734,1.0,782893.36
735,1.0,773871.68
736,1.0,757852.81
737,1.0,771544.06
738,1.0,771402.88
739,1.0,778072.06
740,1.0,761384.13
741,1.0,770145.12
742,1.0,773052.56
743,1.0,758249.83
744,1.0,778199.42
745,1.0,762692.91
746,1.0,771315.82
747,1.0,755133.91
748,1.0,769116.04
749,1.0,783791.91
750,1.0,754633.19
751,1.0,763997.61
752,1.0,774874.99
753,1.0,762140.96
754,1.0,776478.29
755,1.0,766197.5
756,1.0,762353.98
757,1.0,759661.0
758,1.0,775877.17
759,1.0,765948.01
760,1.0,759269.37
761,1.0,759858.63
762,1.0,771491.8
763,1.0,778395.7
764,1.0,760066.58
765,1.0,767962.81
766,1.0,774503.36
767,1.0,779330.59
768,1.0,762096.69
769,1.0,763033.06
770,1.0,773618.4
771,1.0,769453.87
772,1.0,756734.9
773,1.0,762724.15
774,1.0,749589.85
775,1.0,778040.43
776,1.0,785364.97
777,1.0,765450.25
778,1.0,771864.88
779,1.0,755284.92
780,1.0,761456.87
781,1.0,767223.08
782,1.0,776766.64
783,1.0,755433.95
784,1.0,781085.73
785,1.0,764603.79
786,1.0,766687.47
787,1.0,777950.45
788,1.0,769510.63
789,1.0,773845.3
790,1.0,759533.42
791,1.0,767180.34
792,1.0,764765.68
793,1.0,775175.45
794,1.0,768909.14
795,1.0,771364.49
796,1.0,758130.5
797,1.0,784250.01
798,1.0,762457.0
799,1.0,782786.3
