,CPU,throughput
408,0.6,1872.99
409,0.6,1909.94
410,0.6,1815.18
411,0.6,1862.04
412,0.6,1819.27
413,0.6,1884.25
414,0.6,1884.48
415,0.6,1923.38
416,0.6,1922.2
417,0.6,1876.84
418,0.6,1949.03
419,0.6,1856.75
420,0.6,1874.66
421,0.6,1870.07
422,0.6,1839.02
423,0.6,1851.31
424,0.6,1837.95
425,0.6,1914.31
426,0.6,1908.08
427,0.6,1905.94
428,0.6,1906.01
429,0.6,1871.22
430,0.6,1926.35
431,0.6,1891.43
432,0.6,1900.35
433,0.6,1940.86
434,0.6,1889.02
435,0.6,1927.0
436,0.6,1857.47
437,0.6,1930.72
438,0.6,1883.99
439,0.6,1858.4
440,0.6,1903.92
441,0.6,1913.68
442,0.6,1901.4
443,0.6,1921.06
444,0.6,1892.89
445,0.6,1903.32
446,0.6,1933.42
447,0.6,1906.68
448,0.6,1914.27
449,0.6,1902.72
450,0.6,1917.45
451,0.6,1891.48
452,0.6,1857.22
453,0.6,1903.0
454,0.6,1893.87
455,0.6,1870.48
456,0.6,1896.12
457,0.6,1877.99
458,0.6,1865.43
459,0.6,1821.96
460,0.6,1887.4
461,0.6,1928.19
462,0.6,1928.38
463,0.6,1908.81
464,0.6,1910.42
465,0.6,1929.28
466,0.6,1880.94
467,0.6,1948.6
468,0.6,1898.6
469,0.6,1893.26
470,0.6,1865.44
471,0.6,1934.29
472,0.6,1951.82
473,0.6,1872.38
474,0.6,1891.75
475,0.6,1895.57
476,0.6,1853.3
477,0.6,1848.15
478,0.6,1824.48
479,0.6,1921.01
480,0.7,2041.09
481,0.7,2146.29
482,0.7,2179.61
483,0.7,2087.98
484,0.7,2076.44
485,0.7,2151.21
486,0.7,2025.45
487,0.7,2155.97
488,0.7,2146.27
489,0.7,2090.03
490,0.7,2137.52
491,0.7,2105.85
492,0.7,2087.79
493,0.7,2099.58
494,0.7,2090.07
495,0.7,2154.56
496,0.7,2125.59
497,0.7,2114.08
498,0.7,2049.0
499,0.7,2123.28
500,0.7,2113.02
501,0.7,2107.8
502,0.7,2069.49
503,0.7,2078.06
504,0.7,2070.6
505,0.7,2123.41
506,0.7,1974.12
507,0.7,2105.31
508,0.7,2078.79
509,0.7,2060.41
510,0.7,2076.48
