,CPU,throughput
580,0.8,321278.8
581,0.8,325238.41
582,0.8,324422.29
583,0.8,327490.29
584,0.8,327952.03
585,0.8,321257.59
586,0.8,325985.28
587,0.8,327335.26
588,0.8,325997.2
589,0.8,325639.79
590,0.8,328811.32
591,0.8,330055.95
592,0.8,316666.26
593,0.8,330931.19
594,0.8,327908.38
595,0.8,324287.9
596,0.8,329933.66
597,0.8,320857.75
598,0.8,323905.52
599,0.8,328340.81
600,0.8,327298.37
601,0.8,319849.54
602,0.8,322957.89
603,0.8,314222.71
604,0.8,328941.01
605,0.8,322344.84
606,0.8,319863.61
607,0.8,327456.45
608,0.8,320936.04
609,0.8,323193.11
610,0.8,333455.88
611,0.8,324207.72
612,0.8,325448.82
613,0.8,329076.62
614,0.8,327625.26
615,0.8,329447.65
616,0.8,333139.72
617,0.8,328010.49
618,0.8,329889.93
619,0.8,324352.84
620,0.8,324727.36
621,0.8,329893.88
622,0.8,331567.03
623,0.8,329840.65
624,0.8,332807.67
625,0.8,325018.25
626,0.8,328133.09
627,0.8,323514.41
628,0.8,333068.42
629,0.8,332916.62
630,0.8,330106.6
631,0.8,326733.76
632,0.8,328240.97
633,0.8,326052.34
634,0.8,325108.61
635,0.8,334133.88
636,0.8,318536.04
637,0.8,322774.04
638,0.8,329942.79
639,0.8,321160.86
640,0.9,370806.24
641,0.9,371042.01
642,0.9,367544.09
643,0.9,364322.89
644,0.9,376272.06
645,0.9,375798.4
646,0.9,364211.73
647,0.9,368116.1
648,0.9,372512.53
649,0.9,368649.48
650,0.9,376031.61
651,0.9,369730.76
652,0.9,366809.76
653,0.9,367938.81
654,0.9,373635.62
655,0.9,367381.85
656,0.9,368436.0
657,0.9,370739.22
658,0.9,372574.57
659,0.9,368136.31
660,0.9,367061.23
661,0.9,370099.91
662,0.9,367145.73
663,0.9,367458.4
664,0.9,379884.76
665,0.9,369326.88
666,0.9,368908.44
667,0.9,369316.5
668,0.9,371115.54
669,0.9,371044.58
670,0.9,376660.7
671,0.9,371694.26
672,0.9,362738.72
673,0.9,374770.16
674,0.9,368856.18
675,0.9,364508.87
676,0.9,376112.65
677,0.9,367166.37
678,0.9,376011.91
679,0.9,371191.08
680,0.9,372524.52
681,0.9,369838.46
682,0.9,373807.11
683,0.9,379562.94
684,0.9,376263.99
685,0.9,376359.29
686,0.9,366194.58
687,0.9,377507.6
688,0.9,371046.26
689,0.9,380554.46
690,0.9,370118.75
691,0.9,371137.81
692,0.9,375181.91
693,0.9,365194.29
694,0.9,372244.86
695,0.9,370163.7
696,0.9,369455.24
697,0.9,366304.1
698,0.9,373489.28
699,0.9,378948.2
700,0.9,380445.75
701,0.9,373859.77
702,0.9,370501.76
703,0.9,370272.49
704,0.9,369376.07
705,0.9,371677.8
706,0.9,362514.36
707,0.9,377130.74
708,0.9,370728.0
709,0.9,371843.06
710,0.9,371291.8
711,0.9,366068.09
712,0.9,368011.69
713,0.9,366607.34
714,0.9,365365.56
715,0.9,365558.2
716,0.9,371766.94
717,0.9,373407.51
718,0.9,376974.46
719,0.9,373876.33
720,1.0,417822.24
721,1.0,415940.67
722,1.0,417625.97
723,1.0,406938.85
724,1.0,419897.05
725,1.0,405676.93
726,1.0,409269.54
727,1.0,413346.07
728,1.0,417261.02
729,1.0,417105.08
730,1.0,411204.72
731,1.0,416801.79
732,1.0,422214.94
733,1.0,420342.7
734,1.0,415837.67
735,1.0,413526.62
736,1.0,414963.17
737,1.0,411612.14
738,1.0,417775.87
739,1.0,406780.51
740,1.0,411490.98
741,1.0,427861.67
742,1.0,411419.6
743,1.0,419218.66
744,1.0,416861.33
745,1.0,425619.06
746,1.0,412487.53
747,1.0,421512.59
748,1.0,416808.48
749,1.0,419000.63
750,1.0,414247.67
751,1.0,413177.52
752,1.0,412037.14
753,1.0,415284.28
754,1.0,414423.34
755,1.0,412678.02
756,1.0,412928.5
757,1.0,423477.24
758,1.0,418459.35
759,1.0,412347.99
760,1.0,419609.8
761,1.0,419636.05
762,1.0,415253.01
763,1.0,418836.66
764,1.0,415428.36
765,1.0,425281.1
766,1.0,421705.3
767,1.0,411142.36
768,1.0,413413.85
769,1.0,418402.71
770,1.0,406604.65
771,1.0,420865.91
772,1.0,425321.94
773,1.0,407223.29
774,1.0,418971.33
775,1.0,415798.81
776,1.0,423812.67
777,1.0,416691.23
778,1.0,427890.37
779,1.0,419779.63
780,1.0,413441.33
781,1.0,416709.47
782,1.0,426383.7
783,1.0,417799.68
784,1.0,414224.71
785,1.0,412646.21
786,1.0,414397.81
787,1.0,414555.09
788,1.0,417896.88
789,1.0,417166.94
790,1.0,420887.85
791,1.0,426109.15
792,1.0,422913.58
793,1.0,416909.23
794,1.0,418996.37
795,1.0,408374.66
796,1.0,409629.83
797,1.0,414232.57
798,1.0,417208.6
799,1.0,421810.97
